"","institutionCode","catalogNumber","order","family","genus","scientificName","sex","recordedBy","recordNumber","eventDate","locality","decimalLatitude","decimalLongitude","verbatimElevationInMeters","DEMElevationInMeters","preparations","habitat","burnStatus","basisOfRecord","recordSource","site","county","residuals","percentDeviation"
"1437","iNaturalist","29418144","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,"dantheman135",NA,2019-07-18,NA,32.445233,-110.76062,2380.646392,2380.646392,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,4.2470679910014,4.26698785773076
"1438","iNaturalist","17732024","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,"naturegirlandmom",NA,2018-10-21,NA,32.423611,-110.735001,2399.002396,2399.002396,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,4.35436383746839,4.37478694995853
"1439","iNaturalist","2679688","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,"joethenaturalist",NA,2015-07-29,NA,32.427803,-110.756057,2309.12877,2309.12877,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,3.82902799766752,3.84698714679773
"1440","iNaturalist","1783445","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,"Chia aka Cory Chiappone",NA,2015-06-09,NA,32.373419,-110.692207,1796.4759,1796.4759,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,0.832432244561761,0.836336570889483
"1441","UMMZ","104707","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,NA,NA,1931-12-07,"SANTA CATALINA MTS.,MARBLE PK.",32.4703596,-110.7426494,2290.840289,2290.840289,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,3.72212684153937,3.73958459611037
"1442","UMMZ","104709","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,NA,NA,1931-12-11,"SANTA CATALINA MTS.,MARBLE PK.",32.4703596,-110.7426494,2290.840289,2290.840289,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,3.72212684153937,3.73958459611037
"1443","UMMZ","104706","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,NA,NA,1931-12-07,"SANTA CATALINA MTS.,MARBLE PK.",32.4703596,-110.7426494,2290.840289,2290.840289,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,3.72212684153937,3.73958459611037
"1444","UMMZ","104708","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,NA,NA,1931-12-08,"SANTA CATALINA MTS.,MARBLE PK.",32.4703596,-110.7426494,2290.840289,2290.840289,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,3.72212684153937,3.73958459611037
"1445","UMMZ","66292","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,"Dice, L.","27",1932-06-13,"SANTA CATALINA MTS.,SUMMERHAVEN",32.4386604,-110.7596496,2350.299649,2350.299649,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,4.06968300690027,4.08877089136549
"1446","UMMZ","66290","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,"Dice, L.","6",1932-06-08,"SANTA CATALINA MTS.,SUMMERHAVEN",32.4386604,-110.7596496,2350.299649,2350.299649,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,4.06968300690027,4.08877089136549
"1447","UMMZ","66291","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,"Dice, L.","25",1932-06-12,"SANTA CATALINA MTS.,SUMMERHAVEN",32.4386604,-110.7596496,2350.299649,2350.299649,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,4.06968300690027,4.08877089136549
"1448","UMMZ","66293","Rodentia","Geomyidae","Thomomys","Thomomys bottae",NA,"Dice, L.","50",1932-06-19,"SANTA CATALINA MTS.,SUMMERHAVEN",32.4386604,-110.7596496,2350.299649,2350.299649,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,4.06968300690027,4.08877089136549
"1449","iNaturalist","14090760","Rodentia","Geomyidae","Thomomys","Thomomys umbrinus",NA,"Isaac Krone",NA,2018-06-13,NA,32.440677,-110.752086,2451.456399,2451.456399,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,4.66097178179384,4.68283296624376
"1450","UCLA","1524","Rodentia","Geomyidae","Thomomys","Thomomys umbrinus",NA,"HOWELL, A. B.","407",1916-02-13,"FORT LOWELL AREA",32.316667,-110.866667,910.0071954,910.0071954,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-4.34921894850674,4.36961793011349
"1451","iNaturalist","2581207","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Alan Dahl",NA,2016-01-02,NA,32.400848,-110.813602,NA,2215.915595,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1452","iNaturalist","66484657","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"jwillis24",NA,2020-10-09,NA,32.369025,-110.7164,NA,2032.350003,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1453","iNaturalist","2581235","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Alan Dahl",NA,2016-01-06,NA,32.429924,-110.830459,NA,1890.853605,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1454","iNaturalist","2305104","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Alan Dahl",NA,2015-06-15,NA,32.454652,-110.82631,NA,1807.209007,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1455","iNaturalist","18286043","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Alan Dahl",NA,2018-11-04,NA,32.401183,-110.847618,NA,1766.29265,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1456","iNaturalist","9518351","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Alan Dahl",NA,2017-12-09,NA,32.404613,-110.843531,NA,1725.015999,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1457","iNaturalist","2483459","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Alan Dahl",NA,2015-11-12,NA,32.490703,-110.82484,NA,1699.939343,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1458","iNaturalist","2581179","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Alan Dahl",NA,2015-12-18,NA,32.427099,-110.839787,NA,1601.899484,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1459","iNaturalist","2718802","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Alan Dahl",NA,2016-02-03,NA,32.528204,-110.817603,NA,1549.153761,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1460","iNaturalist","2685476","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Alan Dahl",NA,2016-01-27,NA,32.461605,-110.831189,NA,1494.875452,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1461","iNaturalist","18363536","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Scott Olmstead",NA,2018-11-12,NA,32.537773,-110.723701,NA,1453.852732,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1462","iNaturalist","31435373","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"C. Mallory",NA,2019-08-24,NA,32.321674,-110.707713,NA,1208.000328,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1463","iNaturalist","4638400","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"desertsoul",NA,2016-11-22,NA,32.331405,-110.807866,NA,1093.075981,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1464","iNaturalist","32375352","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2019-08-30,NA,32.448051,-110.810388,NA,2044.665573,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1465","iNaturalist","63732805","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"Matthew Lachiusa",NA,2020-10-04,NA,32.369717,-110.690221,NA,1914.656086,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1466","iNaturalist","32680035","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2019-09-12,NA,32.463074,-110.802723,NA,1800.499013,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1467","iNaturalist","36069428","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2019-11-16,NA,32.47238,-110.7972,NA,1680.31744,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1468","iNaturalist","46547953","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2020-05-16,NA,32.48224,-110.79115,NA,1598.516001,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1469","iNaturalist","46540728","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2020-05-16,NA,32.48795,-110.78796,NA,1555.430561,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1470","iNaturalist","46540141","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2020-05-16,NA,32.48955,-110.78581,NA,1539.404079,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1471","iNaturalist","44892547","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2020-05-01,NA,32.49326,-110.77893,NA,1522.108928,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1472","iNaturalist","34922875","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2019-10-25,NA,32.49245,-110.78234,NA,1514.695359,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1473","iNaturalist","46539720","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2020-05-16,NA,32.49338,-110.78196,NA,1504.785407,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1474","iNaturalist","44894848","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"semiferalhiker",NA,2020-05-01,NA,32.49675,-110.78223,NA,1486.697999,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,NA,NA
"1475","iNaturalist","140706387","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"David Disher",NA,2013-05-17,NA,32.318992,-110.816644,867.4765786,867.4765786,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-4.59782199578866,4.61938699112085
"1476","iNaturalist","47109741","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"Keith Roragen",NA,2015-06-23,NA,32.368497,-110.775329,1160.010397,1160.010397,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-2.88788209462868,2.90142702175887
"1477","iNaturalist","106249716","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"Maurice Raymond",NA,2016-04-23,NA,32.322263,-110.809534,852.0422584,852.0422584,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-4.68803980411467,4.71002794471373
"1478","iNaturalist","53083625","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"Jason",NA,2020-07-14,NA,32.335312,-110.938297,846.2132569,846.2132569,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-4.72211190662677,4.74425985435457
"1479","iNaturalist","63315494","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"Gerrit Öhm",NA,2009-05-22,NA,32.38481,-110.705466,2078.599998,2078.599998,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,2.48152449272492,2.49316349574664
"1480","iNaturalist","51336229","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"Chris Charlesworth",NA,2011-05-25,NA,32.317795,-110.815957,860.3367932,860.3367932,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-4.63955598746171,4.66131672619946
"1481","iNaturalist","36484795","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"Roger Rittmaster",NA,2012-03-02,NA,32.322298,-110.809812,848.9622309,848.9622309,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-4.70604340434013,4.72811598656289
"1482","iNaturalist","22639781","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"beospan",NA,2019-04-17,NA,32.31588,-110.816413,851.1925486,851.1925486,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-4.69300658949128,4.71501802562104
"1483","iNaturalist","7680061","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"Clare Marter Kenyon",NA,2017-08-09,NA,32.321566,-110.855567,908.6226691,908.6226691,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-4.35731188209478,4.37774882169017
"1484","iNaturalist","6502113","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"Laurens R Halsey",NA,2017-05-18,NA,32.31325,-110.817375,852.4149999,852.4149999,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-4.68586102845322,4.70783895002096
"1485","iNaturalist","1405166","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus tereticaudus",NA,"Michael Gochfeld",NA,2015-04-13,NA,32.316,-110.819,846.8399997,846.8399997,NA,NA,NA,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,NA,-4.71844842413657,4.74057918916724
"1486","IBUNAM","4510","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus harrisii",NA,"UACAT, E. C.",NA,1944-02-23,"0.5 MI SE",32.6057,-110.7642,1282,1398.275201,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,114.100381384223,114.635542204761
"1487","LACM","92630","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus harrisii",NA,"Munro, J A","3192",1953-02-23,"Agua Caliente Wash (midpoint), stream, Pima Tucson, 18 mi NE; Agua Caliente Wash",32.2963649,-110.7225476,846.156561,846.156561,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-4.72244330961509,4.74459281171014
"1488","LACM","13082","Chiroptera","Vespertilionidae","Antrozous","Antrozous pallidus",NA,"Gardner, A L","ALG 1211",1960-06-29,"Sabino Canyon (midpoint), valley, Pima Santa Catalina Mts; Sabino Canyon",32.3850618,-110.79305,NA,1344.52074,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,NA,NA
"1489","UMMZ","107928","Carnivora","Procyonidae","Bassariscus","Bassariscus astutus",NA,NA,NA,1931-12-07,"SANTA CATALINA MTS.,MARBLE PK.",32.4703596,-110.7426494,NA,2290.840289,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,NA,NA
"1490","MCZ","27122","Carnivora","Procyonidae","Bassariscus","Bassariscus astutus",NA,"[no agent data]",NA,1931-01-01,"Tucson, Pima Canyon, Catalina Mountains",32.43059,-110.76958,NA,2408.348513,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,NA,NA
"1491","MSB","MSB:Mamm:183908","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Donald F. Hoffmeister","1939",1952-12-21,"Oracle Ranger Station, N end  Santa Catalina Mts.",32.5995,-110.7862,1384.48,1384.48,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-1.57579608396975,1.58318698236173
"1492","MSB","MSB:Mamm:183909","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Donald F. Hoffmeister","1940",1952-12-21,"Oracle Ranger Station, N end  Santa Catalina Mts.",32.5995,-110.7862,1384.48,1384.48,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-1.57579608396975,1.58318698236173
"1493","MSB","MSB:Mamm:183907","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Donald F. Hoffmeister","1935",1952-12-20,"Oracle Ranger Station, N end  Santa Catalina Mts.",32.5995,-110.7862,1384.48,1384.48,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-1.57579608396975,1.58318698236173
"1494","MVZ","MVZ:Mamm:165278","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 1422",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1495","MVZ","MVZ:Mamm:165277","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 1423",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1496","MVZ","MVZ:Mamm:165276","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 544",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1497","MVZ","MVZ:Mamm:165273","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 1482",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1498","MVZ","MVZ:Mamm:165280","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 1446",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1499","MVZ","MVZ:Mamm:165272","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 1509",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1500","MVZ","MVZ:Mamm:165275","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 543",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1501","MVZ","MVZ:Mamm:165266","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 444",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1502","MVZ","MVZ:Mamm:165268","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 446",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1503","MVZ","MVZ:Mamm:165269","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 447",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1504","MVZ","MVZ:Mamm:165274","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 1483",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1505","MVZ","MVZ:Mamm:165279","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 1429",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1506","MVZ","MVZ:Mamm:165270","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 448",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1507","MVZ","MVZ:Mamm:165271","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 1489",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1508","MVZ","MVZ:Mamm:165267","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): Steven W. Sherwood","Steven W. Sherwood 445",1980-05-19,"Pima Canyon, Santa Catalina Mts.",32.3685617,-110.9131527,1227.621746,1227.621746,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-2.49267533166808,2.50436663505941
"1509","MVZ","MVZ:Mamm:148336","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5533",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1510","MVZ","MVZ:Mamm:148337","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5534",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1511","MVZ","MVZ:Mamm:148323","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5520",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1512","MVZ","MVZ:Mamm:148326","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5523",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1513","MVZ","MVZ:Mamm:148331","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5528",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1514","MVZ","MVZ:Mamm:148328","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5525",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1515","MVZ","MVZ:Mamm:148334","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5531",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1516","MVZ","MVZ:Mamm:148319","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5516",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1517","MVZ","MVZ:Mamm:148321","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5518",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1518","MVZ","MVZ:Mamm:148330","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5527",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
"1519","MVZ","MVZ:Mamm:148324","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus baileyi",NA,"Collector(s): James L. Patton","James L. Patton 5521",1975-02-04,"Tucson, end N Campbell Ave.",32.3381624,-110.936353,914,853.9511368,NA,NA,NA,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,NA,-64.3747431173465,64.6766776063519
